"#","Registration No / Notification No","Product Name","Holder"
"10691","MAL16030023TC","BIO NICE MISTURA WU WEI","Bio Nice Herbal World Sdn Bhd"
"10692","MAL15100002TC","BIO NICE MISTURA LU MEI","Bio Nice Herbal World Sdn Bhd"
"10693","MAL15090002TC","BIO NICE MISTURA LONG DAN PLUS","Bio Nice Herbal World Sdn Bhd"
"10694","MAL15100003TC","BIO NICE MISTURA YINQIAO PLUS","Bio Nice Herbal World Sdn Bhd"
"10695","MAL16010002TCR","BIO NICE MISTURA ZHI KE","Bio Nice Herbal World Sdn Bhd"
"10696","MAL15070026TC","BIO NICE MISTURA GUI ZHI PLUS","Bio Nice Herbal World Sdn Bhd"
"10697","MAL14120007TC","BIO NICE MISTURA XIN SU YIN","Bio Nice Herbal World Sdn Bhd"
"10698","MAL15090003TC","BIO NICE MISTURA QI JU DI HUANG","Bio Nice Herbal World Sdn Bhd"
"10699","MAL15010011TC","Vitamode LuzWell Capsule","MB NUTRACEUTICALS SDN BHD"
"10700","MAL15040022TC","Natvigor Capsule","FUNCTIONAL INGREDIENTS TECHNOLOGIES SDN BHD"
"10701","MAL14100002T","ASYIK RESOURCES Nisa Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10702","MAL15010006TC","BLE""FLO CAPSULES","MB NUTRACEUTICALS SDN BHD"
"10703","MAL14100003T","ROYAL GAMAT 6.60g LIQUID","DELIMA R&D SDN.BHD"
"10704","MAL14120014T","GAMAT DELIMA GOLD LIQUID","DELIMA R&D SDN.BHD"
"10705","MAL14100004T","GOLD-G BIO SEA CUCUMBER LIQUID","DELIMA R&D SDN.BHD"
"10706","MAL14100005T","GNE GOLD-G JELI GAMAT WALIT LIQUID","DELIMA R&D SDN.BHD"
"10707","MAL15040003TC","CUR-OX film coated tablets","MEGA LIFESCIENCES SDN. BHD."
"10708","MAL15070002T","BTY ZHI BO DI HUANG PIAN","BTY WORLDWIDE SDN.BHD."
"10709","MAL15020004T","Happy Health Pu Yao Jing Essence of Cortex Eucommia and Cordyceps Plus Mixture","Happy Health (m) Sdn Bhd"
"10710","MAL14120009TC","MeloSOD CAPSULE 400 mg","Wellness Dimension Sdn Bhd"
"10711","MAL15050001T","VITPRO SILYBUM M PLUS TAB","World Medicare Supplies Sdn Bhd"
"10712","MAL14120010TC","Yen Palace Tiger Milk Mushroom with Reishi Capsule","YEN PALACE SDN. BHD."
"10713","MAL15040024TC","vitraplus J-Flex with Pomegranate and Green Lipped Mussel Extract Complex Softgel","AJ RESEARCH & PHARMA SDN. BHD."
"10714","MAL15070027TC","Perfect Pentagon Ginseng Extract Pill","Perfect Pentagon Sdn Bhd"
"10715","MAL15040042T","ORIGIN GINKGO TAB 100","THE ORIGIN FOODS SDN BHD"
"10716","MAL15040004TC","Zan Wheatgrass 2g Powder","Hopematic Sdn Bhd"
"10717","MAL15040025T","Darentang Angong Wan","ORIONIX SDN BHD"
"10718","MAL14120021T","K GINKGO EXTRACT 50MG TABLET","ORIENT LABORATORIES SDN. BHD."
"10719","MAL15010012TC","Vine""FLo Capsule","MB NUTRACEUTICALS SDN BHD"
"10720","MAL14120015TC","HL Apricot-S Capsule","HL PHARMACEUTICALS SDN. BHD."
"10721","MAL15010013T","SOON THYE HANG BRAND HAPPY HEALTH YANG SHENG JING MIXTURE LIQUID","Happy Health (m) Sdn Bhd"
"10722","MAL15010014TC","VITAMODE TUMECAP","Vitamode  Sdn.bhd"
"10723","MAL16050001TC","am-RIT Kadok 250mg Standardized Extract Capsule","FURLEY BIOEXTRACTS SDN. BHD."
"10724","MAL15040005TC","PEPOL ACTICOAT Capsule","MEGA LIFESCIENCES SDN. BHD."
"10725","MAL16060001TC","VitaHealth® Lac-Ease Capsule","VITAHEALTH BIOTECH SDN BHD"
"10726","MAL15040026T","Edmark Hawaiian Spirulina Chewable Tablet","EDMARK INDUSTRIES SDN BHD"
"10727","MAL15020005TC","VitaHealth Vita Oncox Capsule","VITAHEALTH BIOTECH SDN BHD"
"10728","MAL15010007T","Herbaton Huo Xiang Zheng Qi Plus Tablet","WINWA MEDICAL SDN. BHD."
"10729","MAL15020002TC","KMP FOR MEN  KAPSUL","KMP MAJU SDN. BHD."
"10730","MAL15040007TCR","Herbs of Gold Papaya Extract Capsule","VITAHEALTH BIOTECH SDN BHD"
"10731","MAL15010016T","Ba Jen Tang Extract Granule "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10732","MAL15070028T","Bann Shiah Shieh Shin Tang Extract Pulveres "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10733","MAL15040008T","Chair Hwu Jia Long Guu Muu Lih Tang Extract Pulveres "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10734","MAL15020006T","Gan May Dah Tzao Tang Extract Granule "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10735","MAL15040027T","Guey Jy Fwu Ling Wan Extract Pulveres  "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10736","MAL15040009T","Yn Chyau Sann Extract Pulveres  "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10737","MAL15010017T","Banh Shiah Hou Wei Tang Extract Pulveres "" SHENG FOONG ""","TIANYI SEM MARKETING"
"10738","MAL15070029T","HARWANY GAMAT PLUS SYRUP","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"10739","MAL15020007TC","MINYAK URUT KMP","KMP MAJU SDN. BHD."
"10740","MAL15060005T","Androglyco Capsule","Bioalpha International Sdn. Bhd."
"10741","MAL16010003T","CT HERBS SPICES NASUHA SCAPHIUM ORGANIC PLUS HERBAL TEA","BUDAYATAMA CORPORATION SDN BHD"
"10742","MAL15120001T","BEUBUST CAPSULE 500MG","DS Pharma Herbs Sdn. Bhd."
"10743","MAL15040029T","Garloose Capsule","DS Pharma Herbs Sdn. Bhd."
"10744","MAL15070030T","Darentang Tezhi Qingxin Wan","ORIONIX SDN BHD"
"10745","MAL15040044TC","BROCCOMUNE CAPSULE","MB NUTRACEUTICALS SDN BHD"
"10746","MAL15010018TCR","BiO-LiFE Femosa Herbalmeds Capsule","MEGA LIFESCIENCES SDN. BHD."
"10747","MAL20142437TCE","BIO MORINGA CAPSULE 300MG","Bio-energy Technology Sdn Bhd"
"10748","MAL16030001TC","TASLY ANGELICA SINENSIS PLUS GRANULE","TASLY (MALAYSIA) SDN. BHD."
"10749","MAL15010008TC","Hurix's Toothache Drops (With Clove Oil)","JIN BIN CORPORATION SDN. BHD."
"10750","MAL15090021TC","AZ-ZAYT HABBATUS SAUDA SOFTGEL CAPSULE 500MG","Kaseh Al-Wafi Sdn Bhd"
"10751","MAL15060018TC","AZ-ZAYT OLIVE OIL SOFTGEL CAPSULE.","Kaseh Al-Wafi Sdn Bhd"
"10752","MAL15060006TC","Vitamode MenoCare Tablet","Vitamode  Sdn.bhd"
"10753","MAL15070034T","HALAGEL Virgin Olive Oil Softgel Capsule","Halagel Plant (M) Sdn. Bhd."
"10754","MAL15040030TC","T treenea Virgin Coconut Oil Softgel","TREENEA SDN BHD"
"10755","MAL15040010TC","APCEL APRICOT TABLET 800MG","EXCEL TREE RESOURCES"
"10756","MAL15060007T","VITAHERB COLD AND COUGH SYRUP","WINWA MEDICAL SDN. BHD."
"10757","MAL15100004TC","Herbs of Gold® Ashwagandha + Lavender Capsule","VITAHEALTH BIOTECH SDN BHD"
"10758","MAL15040011T","RE-VITA LIQUA SPIRULINA 200 mg Grape Flavor","GENIUS PROFIT SDN. BHD."
"10759","MAL16040027TR","RE-VITA LIQUA SPIRULINA 200 mg BERRY FLAVOR","GENIUS PROFIT SDN. BHD."
"10760","MAL15050012TC","Orifera Virgin Coconut Oil Softgels","ADIRONDACK (M) SDN BHD"
"10761","MAL15090005T","GKBio Antrodia+ Capsule","GK BIO INTERNATIONAL SDN. BHD."
"10762","MAL15040031T","""Shen Lu"" Ginseng extract powder","Shenlu Biotech Sdn Bhd"
"10763","MAL15040032T","Shen Lu  Ganoderma Capsule","Shenlu Biotech Sdn Bhd"
"10764","MAL15060008TC","BROCCOMIN Capsule","MB NUTRACEUTICALS SDN BHD"
"10765","MAL20142447TE","Supernet Guarana Capsule","ORIENT LABORATORIES SDN. BHD."
"10766","MAL15060019T","Herbaton Ubat Batuk Mi Lian Chuan Bei Pi Pa Plus Lu","WINWA MEDICAL SDN. BHD."
"10767","MAL15060020T","Three Legs Wu Ling Shen Plus U-Dreamz Capsule","SYARIKAT WEN KEN DRUG SDN. BHD."
"10768","MAL15040045T","Natural Factors CranRich Cranberry Concentrate Capsules","NUVANTA SDN. BHD."
"10769","MAL15070036TC","BIOBAY Sea Buckthorn Softgel","GALAXIS HEALTHCARE MARKETING"
"10770","MAL15060029TCR","VitaHealth Skin, Hair & Nails Capsule","VITAHEALTH BIOTECH SDN BHD"
"10771","MAL16040028T","Phytosophy Phyto Aloe Vera Whole Leaf Concentrate 60000mg Liquid","PHHP GROUP SDN BHD"
"10772","MAL15040063T","Herbaton Gan Cao Chuan Bei Plus Syrup","WINWA MEDICAL SDN. BHD."
"10773","MAL16010042T","Carsis Pharma ReXdong Essential Oil , 5 ml","Carsis Pharma"
"10774","MAL15040033T","AR ASYIK RESOURCES ROSELLE PLUS CAPSULE 500MG","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10775","MAL15040013T","NW Noni Plus Capsule 550mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10776","MAL15070037T","NW Fic-D Capsule 650mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10777","MAL15060009T","BIOTROPICS nu-prep REVIVE Capsule","Biotropics Malaysia Berhad"
"10778","MAL15080004TC","Yang Shen Tang Maitong Capsule","Yang Shen Tang Trading"
"10779","MAL15100005TC","BioCare Moringa 420mg Capsule","TST HEALTH CARE SDN BHD"
"10780","MAL15040054T","SHUN AN TAI YI PLASTER","San-tronic Medical Devices Sdn Bhd"
"10781","MAL15060021T","Biotropics Eury-Prep Capsule 150 mg","Biotropics Malaysia Berhad"
"10782","MAL16020001T","ROSTKA JAMU JAWA CAPSULE","SERI MH UMMI SDN BHD"
"10783","MAL15040047T","Herbaton Ubat Batuk Mi Lian Chen Pi Chuan Bei Plus Gao","WINWA MEDICAL SDN. BHD."
"10784","MAL15040014T","Women Sollievo Capsule 450mg","Bioalpha International Sdn. Bhd."
"10785","MAL15080005T","NHF Ginkgo Biloba Extract 500mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10786","MAL15040055T","NHF Garlic Extract 500mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10787","MAL15050002T","NHF Hepona 400mg capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10788","MAL15050014T","MY MEDI APRICOT SEED CAPSULE","SERI MH UMMI SDN BHD"
"10789","MAL15070006T","NHF Cofax 400mg capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10790","MAL15040034T","Sheng Moh Yiin Extract Granule “ Sheng Foong”","TIANYI SEM MARKETING"
"10791","MAL15070038T","Dah Chair Hwu Tang Extract Pulveres “Sheng Foong”","TIANYI SEM MARKETING"
"10792","MAL15070039T","Bor Huu Tang Extract Pulveres “Sheng Foong”","TIANYI SEM MARKETING"
"10793","MAL15080006TC","StemTech AFA Extract Plus Capsule","Stemtech Malaysia Holdings Sdn Bhd"
"10794","MAL15040035T","VITAHERB ARNICA CALENDULA FORTE RUB","WINWA MEDICAL SDN. BHD."
"10795","MAL15040048T","VITAHERB Arnica Calendula Gel","WINWA MEDICAL SDN. BHD."
"10796","MAL15060022T","GKB Antrodia 450mg Capsule","GK BIO INTERNATIONAL SDN. BHD."
"10797","MAL15060023TC","AMIRNA PILLS","IMAN KASIH RESOURCES"
"10798","MAL15070007T","Tian Jian Pao Chi Sun 300mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10799","MAL16030024T","Jamu Diknaa Kapsul Tongkat Ali plus","SERI MH UMMI SDN BHD"
"10800","MAL15040015TC","LIFEFACTORÂ® VITACEUTICAáµ€á´¹ ORGANIC AGARICUS BLAZEI 500MG CAPSULE","M HEALTH NATURALS SDN BHD"
"10801","MAL16030002T","Bam Madani","SERI MH UMMI SDN BHD"
"10802","MAL20142439TE","COSA PANDORA 350MG","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10803","MAL15060024TC","RazaBio Teh Herba Karas Plus","Raza Bio Herb Enterprise"
"10804","MAL15120022TC","CYRILLE SPANISH NEEDLE 3G HERBAL TEA","Positive Innovations Sdn Bhd"
"10805","MAL15070009T","NHF Alfalfa Extract 500mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10806","MAL15040016TC","Beveite Be-Apricot Capsule","FLEXIBLE TECH SDN BHD"
"10807","MAL16030025T","Tian Jian Natural Health Manergy 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10808","MAL15050015T","NHF Sinusa 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10809","MAL15040017TC","LIFEFACTORÂ® TRUFLEX CAPSULE","M HEALTH NATURALS SDN BHD"
"10810","MAL15080007T","NHF Livoxa 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10811","MAL15040018TC","LIVE-FREE RED YEAST RICE 500MG CAPSULE","EAST WEST HERBS"
"10812","MAL15060001T","NHF Endoca 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10813","MAL15060010TC","Hock Hua Waist Tonic Essence","Hockhua Tonic (malaysia) Sdn Bhd"
"10814","MAL15090007TC","Afdhal Young Barley Green Leaves Capsules","Minda Tulus Enterprise"
"10815","MAL16010004T","NHF Stomacare 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10816","MAL15040019TC","Pharmanex ageLOC   YOU Capsule","NU SKIN (MALAYSIA) SDN. BHD."
"10817","MAL15040020T","Herbaton Ubat Batuk Mi Lian Pi Pa Chuan Bei Plus Gao","WINWA MEDICAL SDN. BHD."
"10818","MAL15050003TC","LJACK PHYLLANTUS NIRURI CAPSULE","LJACK (M) SDN BHD"
"10819","MAL15080008T","SMarks Psyllium Husk 500mg Capsule","Bioalpha International Sdn. Bhd."
"10820","MAL15100019T","YesHealth Yes Dandelion & Thistle Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10821","MAL15120023TC","TKC Belalai Gajah Plus Herbal Tea","TKC HEALTHCARE SDN BHD"
"10822","MAL15060011T","NW Appe-T Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10823","MAL15040049T","HB"" Xin Capsule.","Metro Signature Sdn Bhd"
"10824","MAL15050004T","Nature""s Green Cough Relieving Tablets","Tong Jum Chew (m) Sdn. Bhd."
"10825","MAL16060002TC","GREATWALL BRAND ER KE DA BA BAO SAN","GREATWALL TRADING COMPANY"
"10826","MAL15060025TCR","Herbs of Gold Ginkgo Plus Tablet","VITAHEALTH BIOTECH SDN BHD"
"10827","MAL15060026T","NHF Ritoxa 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10828","MAL15100007TC","LIFEFACTORÂ® OliactiveÂ® Olive Plus Capsule","M HEALTH NATURALS SDN BHD"
"10829","MAL15070010T","NHF Diuro 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10830","MAL15070047TC","Oliflex Forte Capsule","M HEALTH NATURALS SDN BHD"
"10831","MAL16010005TC","MARUTUA HERBAL CAPSULE","OLD GOLD CLIMBING FERN"
"10832","MAL16040001TC","DMA GARCINIA CAMBOGIA 400MG CAPSULE","DM AESTHETICS SDN BHD"
"10833","MAL15040039TC","bioVERSA MONO Papaya Leaf Extract Capsule","Savan Biologic (M) Sdn Bhd"
"10834","MAL15060027TC","Vitamode LivaPro Capsule","Vitamode  Sdn.bhd"
"10835","MAL15090008T","YesHealth Yes Ginkgo Biloba Extract Plus Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10836","MAL15090009TC","LJACK SWIETENIA MACROPHYLLA CAPSULE","LJACK (M) SDN BHD"
"10837","MAL15050017T","Tian Jian Natural Health Vitano 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10838","MAL15050005T","NHF I-Care 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10839","MAL15070040T","Uen Daan Tang Extract Pulveres “ Sheng Foong”","TIANYI SEM MARKETING"
"10840","MAL15060012T","Pyng Wey Sann Extract Pulveres “Sheng Foong”","TIANYI SEM MARKETING"
"10841","MAL15090010T","Huoh Shiang Jenq Chih Sann Extract Pulveres “Sheng Foong”","TIANYI SEM MARKETING"
"10842","MAL16010006T","Hwang Chyi Wuu Wuh Tang Extract Granule “Sheng Foong”","TIANYI SEM MARKETING"
"10843","MAL16010040T","NHF Dermavite 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10844","MAL15090011T","Pro-stisol Aloe Vera Plus Tablet","PRO STISOL MANUFACTURING"
"10845","MAL16050012T","Herbaton Mi Lian Luo Han Guo Chen Pi Plus Gao","WINWA MEDICAL SDN. BHD."
"10846","MAL15070011T","NHF Calmo Capsule 400mg","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10847","MAL16010007T","Pro-stisol Strengthening Muscle & Bone Tablet","PRO STISOL MANUFACTURING"
"10848","MAL16030003TC","Bio-Herbs A6 Capsule","N & C MEDICAL SDN BHD"
"10849","MAL15060028T","""S.A"" Shu Fu Tie La Jiao Plus Yao Jiao Bu","TEONG HUAT MEDICAL SDN. BHD."
"10850","MAL16010008T","""S.A"" Tong Tong Xiao Yao Jiao Bu","TEONG HUAT MEDICAL SDN. BHD."
"10851","MAL16020002T","""S.A"" Moh Suan Tong Buh","TEONG HUAT MEDICAL SDN. BHD."
"10852","MAL15050006T","NW Goji Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10853","MAL15040057T","YesHealth Yes Green Tea & Garlic Plus Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10854","MAL15070013T","NW LabisiaG Capsule 580mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10855","MAL15050007T","NW Longiman Capsule 550mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10856","MAL15100009T","NW Euryman Capsule 550mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10857","MAL15100020T","CellaNutri Vigour Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10858","MAL16010009T","CellaNutri for Women Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10859","MAL15070014TC","SKIN-FIX CREAM","Truelifesciences Holdings Sdn Bhd"
"10860","MAL15040040T","E-P HABATUS SAUDA CAPSULE 500mg","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"10861","MAL16020003T","PRO-STISOL SERBUK JIN FONG","PRO STISOL MANUFACTURING"
"10862","MAL16010010T","EASY -P HERBA DESA UBAT LAWAS KENCING KAPSUL","SERI MH UMMI SDN BHD"
"10863","MAL15120031T","Pro-stisol SERBUK POH YIN","PRO STISOL MANUFACTURING"
"10864","MAL15050018T","NW Vera Plus Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10865","MAL15070015T","Pro-stisol SERBUK CHUAN BEI PLUS","PRO STISOL MANUFACTURING"
"10866","MAL16010011TC","Bio-Herbs A8 Capsule","N & C MEDICAL SDN BHD"
"10867","MAL15100010TC","K'yanoll SAFFACTOR SAFFRON PLUS CAPSULE","AQURATE INGREDIENTS INTL (M) SDN. BHD."
"10868","MAL20142451TE","MATRIX CAPSULE","HERBAL SCIENCE SDN. BHD."
"10869","MAL20142454TE","XP TONGKAT ALI CAPSULES","HERBAL SCIENCE SDN. BHD."
"10870","MAL16010012T","NW G-Tea Rica Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10871","MAL16010041T","YesHealth Yes Turmeric & Papaya Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10872","MAL15050008T","TH Golden Sore Throat Lozenge","TEONG HUAT MEDICAL SDN. BHD."
"10873","MAL15050009T","NHF Wisdoma 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10874","MAL15050019T","NHF Femela 400mg Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10875","MAL15080011TC","ROSTIKA JJ GOLD CAPSULE","ROSTIKA TRADING"
"10876","MAL15050020TC","KMP FOR WOMEN KAPSUL","KMP MAJU SDN. BHD."
"10877","MAL15060013TC","LI SHUAN NING 340MG CAPSULES","Gossup Enterprise"
"10878","MAL15050010T","SHAN SUI Sky Fruit Capsule","Shenlu Biotech Sdn Bhd"
"10879","MAL16020016T","Bio Circula 400MG capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10880","MAL15050021T","NURLIFE APRISEED CAPSULE","SARI TANI DESA"
"10881","MAL15070017T","NW Lycium Complex Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10882","MAL15090013T","YesHealth Yes Bitter Melon Plus Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10883","MAL15120002TC","Kordel""s Olive Fruit Extract Capsule","CAMBERT(M) SDN BHD"
"10884","MAL15070018T","'MegaLive Ginkgo Bacopa Plus Capsule 500mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10885","MAL15040058TC","PHM Virgin Coconut Oil Softgels","Pro Health Medics Sdn. Bhd."
"10886","MAL15070019T","Nova VisionGlo Softgel","NOVA LABORATORIES SDN. BHD."
"10887","MAL15100011TC","2H Lignosus Rhinocerus Capsule 420mg","HOE HONG NUTRITION SDN BHD"
"10888","MAL15080013TC","SDM Herba Wanita Sihat Capsule","Seri Dewi Malam Sdn Bhd"
"10889","MAL15120003TC","EL-DORADO MY DEER VELVET 360MG CAPSULE","D Paradise Valley Sdn. Bhd."
"10890","MAL16020004T","NW MusMentha Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10891","MAL16020017TC","Alliforce 300mg Capsule","INQPHARM GROUP SDN. BHD."
"10892","MAL15040059T","Nova Royal Jelly Vegetable Capsule","NOVA LABORATORIES SDN. BHD."
"10893","MAL15060014TC","Eastern Healthcare Pueraria + Salvia + Notoginseng Tablet","Eastern Healthcare (M) Sdn. Bhd."
"10894","MAL15040060T","OPULENCE Olive Leaf Extract Peppermint Flavour Liquid","Opulence Med PLT"
"10895","MAL16020005T","NW MorinSativa Capsule 450mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10896","MAL16010013T","Tian Jian Natural Health Pao Chi Pills 3g","EXCEL HERBAL INDUSTRIES SDN. BHD."
"10897","MAL15060015TC","Eastern Healthcare Pueraria Plus Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"10898","MAL16060026TC","HB"" Well Capsule","Metro Signature Sdn Bhd"
"10899","MAL15080015TC","ON Virgin Coconut Oil Softgels","Pro Health Medics Sdn. Bhd."
"10900","MAL15120004TC","KBG CHLOROPHYLL PLUS LIQUID 500 ML","KIN BIO GLOBAL SDN BHD"
"10901","MAL15120005TC","Bio-Herbs A1 Capsule","N & C MEDICAL SDN BHD"
"10902","MAL15050023TC","GENOPHARMA HERBGENIC CAPSULE","Genopharma Sdn Bhd"
"10903","MAL15100012TC","NK Natto Plus Capsule","Bio Technology Enterprise"
"10904","MAL15070020T","NW Gymnema Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10905","MAL16060027TC","TAC CORDYCEPS MILITARIS 400mg capsule","TAC HEALTH FORMULAS SDN BHD"
"10906","MAL15040061T","Nova Bee Propolis Softgel","NOVA LABORATORIES SDN. BHD."
"10907","MAL15090014T","CHING FEY TONG EXTRACT GRANULES ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"10908","MAL15070041T","NW AfriCissus Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10909","MAL15070021T","NW GloryMen Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10910","MAL15080017T","NW Garci-Roselle Plus Capsule 450mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10911","MAL16010014TC","ON AMLA 500MGCAPSULE","Pro Health Medics Sdn. Bhd."
"10912","MAL15120006TC","VITALLUZ POWDER","ANYYS BEAUTY AND SPA"
"10913","MAL15080018TC","Hurix's 600 Fluaway Capsule Improved","JIN BIN CORPORATION SDN. BHD."
"10914","MAL15040062TC","Fusan Ganoderma Lucidum Spore Powder Capsule","FUSAN HERBS (M) SDN BHD"
"10915","MAL15070042TC","THE PrimAGE FemmeGuard Vegetable Capsule","CAMBERT(M) SDN BHD"
"10916","MAL16060025TC","Kenrixs Kai We Lu Orange Flavour","Kenrixs Enterprise"
"10917","MAL15090015T","Nature""s Green Jian Bu Zhuang Gu Tablets","Tong Jum Chew (m) Sdn. Bhd."
"10918","MAL15120008TC","WAWA Teh Herba Daun Durian Belanda 1.0g","YZA VISION"
"10919","MAL15070022T","NW Garlic Complex Capsule 600mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10920","MAL15080019T","NW GinFera Nigra Capsule 620mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10921","MAL15060016TC","Eternal Natoz Capsule","Eternal Wellness Sdn Bhd"
"10922","MAL15090016T","NW Valerian Biloba Plus Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10923","MAL15120025T","NW Spiru-Sauda Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10924","MAL15080020T","YesHealth Yes Garlic & Black Seed Complex Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10925","MAL15060017TC","PowerLIFE Ginkgo Turmeric Complex Tablet","Powerlife (m) Sdn Bhd"
"10926","MAL15090023T","NW An-Cycle Capsule 550mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10927","MAL15100013TC","KHANG SHEN HERBS TONGKAT ALI 350mg CAPSULE","KHANG SHEN HERBS SDN BHD"
